"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Chikungunya virus disease","All cases","Notification rate","N/100000","2016","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2016","UK","United Kingdom",0.258492610,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","AT","Austria",0.056993920,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","BE","Belgium",0.088092320,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","DE","Germany",0.039989500,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","DK","Denmark",0.017395020,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","ES","Spain",0.109683560,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EU27_21","EU (without UK)",0.105270000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",0.112411000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",0.105270000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",0.112411000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","FI","Finland",0.072683700,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","FR","France",0.052387510,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","HU","Hungary",0.010267090,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","IT","Italy",0.481131530,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","SE","Sweden",0.130063040,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2017","UK","United Kingdom",0.157948750,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","AT","Austria",0.011334950,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","BE","Belgium",0.026319040,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","CZ","Czechia",0.056550130,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","DE","Germany",0.031403860,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","DK","Denmark",0.017297470,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EL","Greece",0.009309970,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","ES","Spain",0.057883930,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EU27_21","EU (without UK)",0.026635000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",0.035130000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",0.026635000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",0.035130000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","FI","Finland",0.018138510,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","FR","France",0.023871250,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","HU","Hungary",0.030884350,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","IT","Italy",0.006673580,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","PT","Portugal",0.009675130,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","RO","Romania",0.010238830,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","SE","Sweden",0.197623730,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2018","UK","United Kingdom",0.089024920,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","AT","Austria",0.191900120,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","BE","Belgium",0.523765000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","CZ","Czechia",0.140847710,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","DE","Germany",0.104795010,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","DK","Denmark",0.137786570,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EL","Greece",0.018648710,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","ES","Spain",0.098041400,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EU27_21","EU (without UK)",0.105859000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",0.110664000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",0.105859000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",0.110664000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","FI","Finland",0.199350510,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","FR","France",0.160498200,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","HU","Hungary",0.051544940,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","IE","Ireland",0.020241640,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","IT","Italy",0.041794360,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","LU","Luxembourg",0.162894570,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","PL","Poland",0.005266920,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","SE","Sweden",0.566949660,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2019","UK","United Kingdom",0.141041370,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","AT","Austria",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","BE","Belgium",0.069429730,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","DE","Germany",0.031262500,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","DK","Denmark",0.017173970,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","ES","Spain",0.019020220,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EU27_21","EU (without UK)",0.015634000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",0.015634000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",0.015634000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",0.015634000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","FI","Finland",0.036197180,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","FR","France",0.019266780,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","IT","Italy",0.010060110,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","SE","Sweden",0.009682800,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2020","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","AT","Austria",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","BE","Belgium",0.017308870,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","DE","Germany",0.009620580,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","DK","Denmark",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","ES","Spain",0.002109660,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EU27_21","EU (without UK)",0.003800000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",0.003800000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",0.003800000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",0.003800000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","FR","France",0.004429440,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","IT","Italy",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","LI","Liechtenstein",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","SE","Sweden",0.019269130,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2021","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","AT","Austria",0.033411550,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","BE","Belgium",0.025822830,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","CZ","Czechia",0.019017350,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","DE","Germany",0.038444380,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","DK","Denmark",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","ES","Spain",0.021058460,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EU27_21","EU (without UK)",0.018765000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",0.018765000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",0.018746000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",0.018746000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","FR","France",0.033777970,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","HU","Hungary",0.020810780,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","IS","Iceland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","IT","Italy",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","LI","Liechtenstein",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","MT","Malta",0.192243360,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","PL","Poland",0.005421550,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","PT","Portugal",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","SE","Sweden",0.009567240,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2022","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","AT","Austria",0.076882750,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","BE","Belgium",0.119222030,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","CZ","Czechia",0.027707150,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","DE","Germany",0.105872930,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","DK","Denmark",0.050567580,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","ES","Spain",0.397210280,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EU27_21","EU (without UK)",0.089943000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EU27_UK_21","EU (with UK until 2019)",0.089943000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EUEEA30_21","EU/EEA (without UK)",0.089852000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",0.089852000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","FI","Finland",0.053918330,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","FR","France",0.057120080,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","HU","Hungary",0.010416940,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","IS","Iceland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","IT","Italy",0.028814920,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","LI","Liechtenstein",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","LV","Latvia",0.106213030,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","PL","Poland",0.013604050,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","PT","Portugal",0.009508750,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","RO","Romania",0.026240450,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","SE","Sweden",0.009504290,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2023","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","AT","Austria",0.120103720,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","BE","Belgium",0.126934730,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","CY","Cyprus",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","CZ","Czechia",0.027521530,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","DE","Germany",0.061110010,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","DK","Denmark",0.016775000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","ES","Spain",0.109009320,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EU27_21","EU (without UK)",0.050833000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EU27_UK_21","EU (with UK until 2019)",0.050833000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EUEEA30_21","EU/EEA (without UK)",0.051017000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",0.051017000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","FI","Finland",0.053534610,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","FR","France",0.051119240,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","HR","Croatia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","HU","Hungary",0.052166870,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","IS","Iceland",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","IT","Italy",0.028827610,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","LI","Liechtenstein",2.499062850,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","LU","Luxembourg",0.297596900,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","MT","Malta",0.177480240,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","NL","Netherlands",-,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","PL","Poland",0.010922700,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","PT","Portugal",0.009398730,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","RO","Romania",0.026222520,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","SE","Sweden",0.085294250,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Notification rate","N/100000","2024","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","AT","Austria",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","BE","Belgium",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","DE","Germany",17.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","ES","Spain",5.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EU27_21","EU (without UK)",32.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EU27_UK_21","EU (with UK until 2019)",41.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EUEEA30_21","EU/EEA (without UK)",32.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",41.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","FI","Finland",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","FR","France",1.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","IT","Italy",9.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2008","UK","United Kingdom",9.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","AT","Austria",8.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","BE","Belgium",6.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","DE","Germany",54.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EE","Estonia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EL","Greece",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","ES","Spain",6.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EU27_21","EU (without UK)",93.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EU27_UK_21","EU (with UK until 2019)",149.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EUEEA30_21","EU/EEA (without UK)",93.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",149.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","FI","Finland",3.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","FR","France",13.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","HU","Hungary",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","IE","Ireland",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","IT","Italy",3.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","LV","Latvia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","MT","Malta",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","PL","Poland",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","RO","Romania",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","SE","Sweden",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2009","UK","United Kingdom",56.000000000,""
"Chikungunya virus disease","All cases","Reported cases","N","2010","AT","Austria",2.000000000,""
