disease,country_code,year,cases
malaria,IE,2015,82
malaria,IE,2016,88
malaria,IE,2017,78
malaria,IE,2018,60
malaria,IE,2019,80
malaria,IE,2020,15
malaria,IE,2021,39
malaria,IE,2022,53
malaria,IE,2023,89
malaria,IE,2024,78
malaria,IT,2006,630
malaria,IT,2007,575
malaria,IT,2008,583
malaria,IT,2009,636
malaria,IT,2010,698
malaria,IT,2011,701
malaria,IT,2012,642
malaria,IT,2013,677
malaria,IT,2014,705
malaria,IT,2015,706
malaria,IT,2016,888
malaria,IT,2017,830
malaria,IT,2018,722
malaria,IT,2019,811
malaria,IT,2020,181
malaria,IT,2021,443
malaria,IT,2022,596
malaria,IT,2023,798
malaria,IT,2024,890
malaria,LT,2006,0
malaria,LT,2007,4
malaria,LT,2008,3
malaria,LT,2009,3
malaria,LT,2010,3
malaria,LT,2011,3
malaria,LT,2012,6
malaria,LT,2013,8
malaria,LT,2014,5
malaria,LT,2015,8
malaria,LT,2016,3
malaria,LT,2017,6
malaria,LT,2018,6
malaria,LT,2019,7
malaria,LT,2020,0
malaria,LT,2021,3
malaria,LT,2022,4
malaria,LT,2023,11
malaria,LT,2024,10
malaria,LV,2006,4
malaria,LV,2007,3
malaria,LV,2008,2
malaria,LV,2009,6
malaria,LV,2010,5
malaria,LV,2011,4
malaria,LV,2012,3
malaria,LV,2013,4
malaria,LV,2014,6
malaria,LV,2015,1
malaria,LV,2016,3
malaria,LV,2017,1
malaria,LV,2018,4
malaria,LV,2019,4
malaria,LV,2020,0
malaria,LV,2021,0
malaria,LV,2022,0
malaria,LV,2023,3
malaria,MT,2006,1
malaria,MT,2007,3
malaria,MT,2008,3
malaria,MT,2009,1
malaria,MT,2010,0
malaria,MT,2011,1
malaria,MT,2012,2
malaria,MT,2013,5
malaria,MT,2014,3
malaria,MT,2015,7
malaria,MT,2016,7
malaria,MT,2017,12
malaria,MT,2018,7
malaria,MT,2019,20
malaria,MT,2020,1
malaria,MT,2021,4
malaria,MT,2022,4
malaria,MT,2023,18
malaria,MT,2024,13
malaria,NL,2006,250
malaria,NL,2007,210
malaria,NL,2008,229
malaria,NL,2009,237
malaria,NL,2010,247
malaria,NL,2011,253
malaria,NL,2012,194
malaria,NL,2013,162
malaria,NL,2014,276
malaria,NL,2015,680
malaria,NL,2016,245
malaria,NL,2017,202
malaria,NL,2018,252
malaria,NL,2019,180
malaria,NL,2020,68
malaria,NL,2021,150
malaria,NL,2022,204
malaria,NL,2023,246
malaria,NL,2024,200
malaria,NO,2006,44
malaria,NO,2007,28
malaria,NO,2008,32
malaria,NO,2009,34
malaria,NO,2010,37
malaria,NO,2011,30
malaria,NO,2012,37
malaria,NO,2013,72
malaria,NO,2014,120
malaria,NO,2015,94
malaria,NO,2016,75
malaria,NO,2017,61
malaria,NO,2018,54
malaria,NO,2019,196
malaria,NO,2020,48
malaria,NO,2021,68
malaria,NO,2022,60
malaria,NO,2023,66
malaria,NO,2024,71
malaria,PT,2006,48
malaria,PT,2007,43
malaria,PT,2008,42
malaria,PT,2009,44
malaria,PT,2010,50
malaria,PT,2011,67
malaria,PT,2012,71
malaria,PT,2013,117
malaria,PT,2014,144
malaria,PT,2015,194
malaria,PT,2016,197
malaria,PT,2017,92
malaria,PT,2018,102
malaria,PT,2019,116
malaria,PT,2020,59
malaria,PT,2021,79
malaria,PT,2022,81
malaria,PT,2023,151
malaria,PT,2024,65
malaria,RO,2006,16
malaria,RO,2007,24
malaria,RO,2008,13
malaria,RO,2009,12
malaria,RO,2010,19
malaria,RO,2011,40
malaria,RO,2012,32
malaria,RO,2013,43
malaria,RO,2014,47
malaria,RO,2015,30
malaria,RO,2016,21
malaria,RO,2017,15
malaria,RO,2018,18
malaria,RO,2019,22
malaria,RO,2020,2
malaria,RO,2021,7
malaria,RO,2022,25
malaria,RO,2023,33
malaria,RO,2024,44
malaria,SE,2006,93
malaria,SE,2007,89
malaria,SE,2008,91
malaria,SE,2009,81
malaria,SE,2010,118
malaria,SE,2011,95
malaria,SE,2012,85
malaria,SE,2013,119
malaria,SE,2014,354
malaria,SE,2015,250
malaria,SE,2016,154
malaria,SE,2017,150
malaria,SE,2018,189
malaria,SE,2019,205
malaria,SE,2020,138
malaria,SE,2021,144
malaria,SE,2022,158
malaria,SE,2023,145
malaria,SE,2024,122
malaria,SI,2006,3
malaria,SI,2007,9
malaria,SI,2008,3
malaria,SI,2009,7
malaria,SI,2010,9
malaria,SI,2011,6
malaria,SI,2012,7
malaria,SI,2013,3
malaria,SI,2014,7
malaria,SI,2015,5
malaria,SI,2016,6
malaria,SI,2017,11
malaria,SI,2018,3
malaria,SI,2019,6
malaria,SI,2020,2
malaria,SI,2021,3
malaria,SI,2022,9
malaria,SI,2023,11
malaria,SI,2024,9
malaria,SK,2006,10
malaria,SK,2007,1
malaria,SK,2008,2
malaria,SK,2009,0
malaria,SK,2010,2
malaria,SK,2011,1
malaria,SK,2012,6
malaria,SK,2013,4
malaria,SK,2014,5
malaria,SK,2015,0
malaria,SK,2016,4
malaria,SK,2017,0
malaria,SK,2018,3
malaria,SK,2019,6
malaria,SK,2020,2
malaria,SK,2021,5
malaria,SK,2022,2
malaria,SK,2023,9
malaria,SK,2024,6
malaria,UK,2006,1758
malaria,UK,2007,1548
malaria,UK,2008,1371
malaria,UK,2009,1495
malaria,UK,2010,1761
malaria,UK,2011,1677
malaria,UK,2012,1378
malaria,UK,2013,1501
malaria,UK,2014,1510
malaria,UK,2015,1397
malaria,UK,2016,1574
malaria,UK,2017,1810
malaria,UK,2018,1669
malaria,UK,2019,1706
malaria,IS,2007,1
malaria,IS,2016,2
malaria,IS,2017,3
malaria,IS,2018,3
malaria,IS,2019,4
malaria,IS,2020,0
malaria,IS,2021,7
malaria,IS,2022,5
malaria,IS,2023,7
malaria,IS,2024,4
malaria,FR,2008,2246
malaria,FR,2009,2199
malaria,FR,2010,2439
malaria,FR,2011,1891
malaria,FR,2012,1851
malaria,FR,2013,2165
malaria,FR,2014,2299
malaria,FR,2015,2504
malaria,FR,2016,2447
malaria,FR,2017,2712
malaria,FR,2018,2840
malaria,FR,2019,2839
malaria,FR,2020,1007
malaria,FR,2021,2321
malaria,FR,2022,2783
malaria,FR,2023,3013
malaria,FR,2024,3104
malaria,DK,2011,74
malaria,DK,2012,67
malaria,DK,2013,63
malaria,DK,2014,102
malaria,DK,2015,101
malaria,DK,2016,102
malaria,DK,2017,94
malaria,DK,2018,64
malaria,DK,2019,71
malaria,DK,2020,32
malaria,DK,2021,39
malaria,DK,2022,67
malaria,DK,2023,70
malaria,DK,2024,63
malaria,HR,2012,23
malaria,HR,2013,0
malaria,HR,2014,6
malaria,HR,2015,7
malaria,HR,2016,4
malaria,HR,2017,10
malaria,HR,2018,2
malaria,HR,2019,3
malaria,HR,2020,0
malaria,HR,2022,1
malaria,HR,2023,6
malaria,HR,2024,8
malaria,LI,2021,0
malaria,LI,2022,1
malaria,LI,2023,0
malaria,LI,2024,1
