disease,country_code,year,rate_per_100k
malaria,SK,2015,0.0
malaria,SK,2016,0.0737
malaria,SK,2017,0.0
malaria,SK,2018,0.0551
malaria,SK,2019,0.1101
malaria,SK,2020,0.0366
malaria,SK,2021,0.0916
malaria,SK,2022,0.0368
malaria,SK,2023,0.1658
malaria,SK,2024,0.1106
malaria,UK,2008,2.2267
malaria,UK,2009,2.4096
malaria,UK,2010,2.8171
malaria,UK,2011,2.661
malaria,UK,2012,2.1702
malaria,UK,2013,2.3488
malaria,UK,2014,2.3465
malaria,UK,2015,2.1541
malaria,UK,2016,2.4075
malaria,UK,2017,2.7489
malaria,UK,2018,2.5183
malaria,UK,2019,2.5598
malaria,DK,2011,1.3308
malaria,DK,2012,1.2006
malaria,DK,2013,1.1245
malaria,DK,2014,1.8126
malaria,DK,2015,1.7845
malaria,DK,2016,1.7872
malaria,DK,2017,1.6351
malaria,DK,2018,1.107
malaria,DK,2019,1.2229
malaria,DK,2020,0.5496
malaria,DK,2021,0.6678
malaria,DK,2022,1.1407
malaria,DK,2023,1.1799
malaria,DK,2024,1.0568
malaria,HR,2012,0.5379
malaria,HR,2013,0.0
malaria,HR,2014,0.1423
malaria,HR,2015,0.1674
malaria,HR,2016,0.0968
malaria,HR,2017,0.2452
malaria,HR,2018,0.0498
malaria,HR,2019,0.0756
malaria,HR,2020,0.0
malaria,HR,2022,0.0259
malaria,HR,2023,0.1558
malaria,HR,2024,0.2071
malaria,IS,2016,0.6015
malaria,IS,2017,0.8867
malaria,IS,2018,0.861
malaria,IS,2019,1.1205
malaria,IS,2020,0.0
malaria,IS,2021,1.8981
malaria,IS,2022,1.3289
malaria,IS,2023,1.8052
malaria,IS,2024,1.0428
malaria,LI,2021,0.0
malaria,LI,2022,2.544
malaria,LI,2023,0.0
malaria,LI,2024,2.4991
